rxn	LB	UB
HMR_2773	-106.5	106.5
HMR_2775	-380.25	380.25
HMR_2776	-106.5	106.5
HMR_8417	-1000	1000
HMR_3027	-1000	1000
HMR_3028	-208.875	208.875
HMR_3033	-87.875	87.875
HMR_3034	-331.875	331.875
HMR_3035	-87.875	87.875
HMR_1440	0	35.75
HMR_1445	0	6.75
HMR_1448	-17.25	17.25
HMR_1451	0	3.125
HMR_1457	0	88.0
HMR_1460	0	88.0
HMR_1465	-33	33
HMR_1467	0	33
HMR_1470	0	13.625
HMR_1473	0	18.625
HMR_1477	0	24.125
HMR_1478	0	24.125
HMR_1479	0	24.125
HMR_1484	0	31.5
HMR_1490	0	56
HMR_1493	0	56
HMR_1494	0	56
HMR_1495	0	15.75
HMR_1496	0	15.75
HMR_1500	0	17.125
HMR_1502	0	56
HMR_1503	0	56
HMR_1504	0	56
HMR_1505	0	15.75
HMR_1509	0	17.125
HMR_1512	0	174.875
HMR_1516	0	233.5
HMR_1519	0	24.5
HMR_1526	0	182.375
HMR_1533	0	182.375
HMR_1558	0	233.5
HMR_1565	0	24.5
HMR_1535	0	182.375
HMR_1536	0	24.125
HMR_1538	0	24.125
HMR_1539	0	24.125
HMR_1540	0	31.5
HMR_1543	0	56
HMR_1544	0	56
HMR_1545	0	56
HMR_1546	0	15.75
HMR_1547	0	17.125
HMR_1548	0	56
HMR_1549	0	56
HMR_1550	0	56
HMR_1551	0	15.75
HMR_1552	0	17.125
ACACT1x	0	172.375
DHCR241r	0	182.375
DHCR242r	0	338.25
HMGCOASi	0	981.5
HMGCOASim	0	981.5
LNS14DM	0	208.875
SQLSr	0	33
r0170	-33	33
r0463	-981.5	981.5
r0488	-35.75	35.75
r0575	-33	33
r0783	-182.375	182.375
r1380	-182.375	182.375
HMR_1437	0	981.5
HMR_1570	0	182.375
HMR_1576	0	29.375
HMR_1577	0	148.5
HMR_3105	-34.125	34.125
HMR_4630	0	35.75
S2TASE3ly	0	7.5
S4TASE1ly	-15.875	15.875
S4TASE2ly	-15.875	15.875
S4TASE3ly	-15.875	15.875
S4TASE4ly	-15.875	15.875
S4TASE5ly	-15.875	15.875
HMR_7501	0	1000
HMR_7502	0	15.875
HMR_7503	0	120.0
HMR_7504	0	70.0
HMR_7505	0	18.25
HMR_7506	0	15.875
HMR_7507	0	120.0
HMR_7513	0	1000
HMR_7514	0	15.875
HMR_7515	0	120.0
HMR_7516	0	70.0
HMR_7517	0	7.5
HMR_7518	0	3
HMR_7525	0	1000
HMR_7526	0	96.375
HMR_7527	0	70.0
HMR_7528	0	70.0
HMR_7529	0	18.25
HMR_7530	0	96.375
HMR_7531	0	70.0
HMR_7532	0	70.0
HMR_7541	0	1000
HMR_7542	0	96.375
HMR_7543	0	70.0
HMR_7544	0	70.0
HMR_7545	0	1000
HMR_7546	0	18.25
HMR_7547	0	96.375
HMR_7548	0	70.0
HMR_7549	0	70.0
HMR_7557	0	1000
HMR_7558	0	15.875
HMR_7559	0	120.0
HMR_7560	0	96.375
HMR_7561	0	70.0
HMR_7562	0	18.25
HMR_7563	0	70.0
HMR_7564	0	15.875
HMR_7565	0	131.25
HMR_7566	0	70.0
PNTEH	0	1000
r0679	-175.75	175.75
r0680	-175.75	175.75
HMR_3879	0	154
HMR_3881	0	223.875
HMR_3917	0	3.125
HMR_3922	-21	21
HMR_3928	0	198.625
HMR_3995	0	59.625
HMR_4189	0	60.625
HMR_4302	0	223.875
HMR_4323	0	154
HMR_5385	0	9.125
HMR_5386	0	16.625
HMR_5387	0	2.875
HMR_5389	0	137.5
HMR_5390	0	0.875
HMR_5391	0	733.625
HMR_5418	-21	21
HMR_5419	-21	21
HMR_6519	-8.25	8.25
